datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
250320183945.279,0.120,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183945.398,0.240,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183945.611,0.360,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183945.819,0.480,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183945.825,0.600,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183945.929,0.720,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.038,0.840,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.144,0.960,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.257,1.080,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.369,1.200,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.481,1.320,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.589,1.440,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.798,1.560,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183946.907,1.680,0.0000,1.3614,-3.0591,0.9697,0.2445,0.0000,0.0000,28.3000,0.0000,0.0000
250320183947.018,1.800,0.0000,1.3614,-3.0591,0.9610,0.2765,0.0000,0.0000,32.1000,0.0000,0.0000
250320183947.128,1.920,0.0000,1.3614,-3.0591,0.9535,0.3015,0.0000,0.0000,35.1000,0.0000,0.0000
250320183947.235,2.040,0.0000,1.3614,-3.0591,0.9466,0.3223,0.0000,0.0000,37.6000,0.0000,0.0000
250320183947.345,2.160,0.0000,1.3614,-3.0591,0.9423,0.3346,0.0000,0.0000,39.1000,0.0000,0.0000
250320183947.462,2.280,0.0000,1.3614,-3.0591,0.9418,0.3363,0.0000,0.0000,39.3000,0.0000,0.0000
250320183947.587,2.400,0.0000,1.3614,-3.0591,0.9418,0.3363,0.0000,0.0000,39.3000,0.0000,0.0000
250320183947.715,2.520,0.0000,1.3614,-3.0591,0.9502,0.3115,0.0000,0.0000,36.3000,0.0000,0.0000
250320183947.845,2.640,0.0000,1.3614,-3.0591,0.9596,0.2815,0.0000,0.0000,32.7000,0.0000,0.0000
250320183947.976,2.760,0.0000,1.3614,-3.0591,0.9657,0.2597,0.0000,0.0000,30.1000,0.0000,0.0000
250320183948.103,2.880,0.0000,1.3614,-3.0591,0.9684,0.2495,0.0000,0.0000,28.9000,0.0000,0.0000
250320183948.237,3.000,0.0000,1.3614,-3.0591,0.9709,0.2394,0.0000,0.0000,27.7000,0.0000,0.0000
250320183948.373,3.120,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183948.508,3.240,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183948.513,3.360,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183948.642,3.480,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183948.753,3.600,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183948.861,3.720,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183949.076,3.840,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
250320183949.185,3.960,0.0000,1.3614,-3.0591,0.9726,0.2326,0.0000,0.0000,26.9000,0.0000,0.0000
