datetime,sessionTime,type,message,details
250320190442.026,19.900,Screenshots,screen_1920x1080_0.jpg,NONE
250320190502.537,39.920,Screenshots,screen_1920x1080_1.jpg,NONE
250320190523.155,60.060,Screenshots,screen_1920x1080_2.jpg,NONE
250320190543.660,80.060,Screenshots,screen_1920x1080_3.jpg,NONE
250320190604.188,100.100,Screenshots,screen_1920x1080_4.jpg,NONE
250320190624.979,120.160,Screenshots,screen_1920x1080_5.jpg,NONE
