datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
250316154627.632,0.120,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154627.872,0.240,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154627.880,0.360,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.056,0.480,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.092,0.600,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.216,0.720,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.370,0.840,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.454,0.960,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.606,1.080,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.690,1.200,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.843,1.320,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154628.997,1.440,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.083,1.560,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.237,1.680,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.320,1.800,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.472,1.920,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.556,2.040,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.709,2.160,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.794,2.280,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250316154629.946,2.400,0.0000,1.3614,-3.0591,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
