datetime,sessionTime,velPosX,velPosY,velPosZ,accPosX,accPosY,accPosZ,velQ0,velQi,velQj,velQk,accQ0,accQi,accQj,accQk,velPitch,velYaw,velRoll,accPitch,accYaw,accRoll
250320184008.293,0.060,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250320184008.293,0.180,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250320184008.293,0.300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250320184008.725,0.420,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250320184008.726,0.540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
250320184008.872,0.660,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,-0.0262,0.0000,0.0000,0.9997,-0.0262,0.0000,0.0000,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000
250320184008.872,0.780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9997,-0.0262,0.0000,0.0000,0.9997,-0.0262,0.0000,0.0000,3.0000,0.0000,0.0000,3.0000,0.0000,0.0000
250320184009.023,0.900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0079,0.0000,0.0000,0.9986,0.0523,0.0000,0.0000,0.9000,0.0000,0.0000,6.0000,0.0000,0.0000
250320184009.023,1.020,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,-0.0079,0.0000,0.0000,0.9986,0.0523,0.0000,0.0000,0.9000,0.0000,0.0000,6.0000,0.0000,0.0000
250320184009.342,1.140,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9956,-0.0932,0.0000,0.0000,1.0000,-0.0044,0.0000,0.0000,10.7000,0.0000,0.0000,0.5000,0.0000,0.0000
250320184009.342,1.260,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9956,-0.0932,0.0000,0.0000,1.0000,-0.0044,0.0000,0.0000,10.7000,0.0000,0.0000,0.5000,0.0000,0.0000
