datetime,sessionTime,posX,posY,posZ,q0,qi,qj,qk,pitch,yaw,roll
250320184014.039,6.060,0.0000,1.3614,-3.0591,0.9813,0.1925,0.0000,0.0000,22.2000,0.0000,0.0000
250320184014.217,6.180,0.0000,1.3614,-3.0591,0.9803,0.1977,0.0000,0.0000,22.8000,0.0000,0.0000
250320184014.363,6.300,0.0000,1.3614,-3.0591,0.9803,0.1977,0.0000,0.0000,22.8000,0.0000,0.0000
250320184014.489,6.420,0.0000,1.3614,-3.0591,0.9803,0.1977,0.0000,0.0000,22.8000,0.0000,0.0000
250320184014.646,6.540,0.0000,1.3614,-3.0591,0.9871,0.1599,0.0000,0.0000,18.4000,0.0000,0.0000
250320184014.651,6.660,0.0000,1.3614,-3.0591,0.9871,0.1599,0.0000,0.0000,18.4000,0.0000,0.0000
250320184014.791,6.780,0.0000,1.3614,-3.0591,0.9885,0.1513,0.0000,0.0000,17.4000,0.0000,0.0000
250320184014.929,6.900,0.0000,1.3614,-3.0591,0.9942,0.1080,0.0000,0.0000,12.4000,0.0000,0.0000
250320184015.070,7.020,0.0000,1.3614,-3.0591,0.9963,0.0854,0.0000,0.0000,9.8000,0.0000,0.0000
250320184015.208,7.140,0.0000,1.3614,-3.0591,0.9976,0.0698,0.0000,0.0000,8.0000,0.0000,0.0000
250320184015.367,7.260,0.0000,1.3614,-3.0591,0.9978,0.0663,0.0000,0.0000,7.6000,0.0000,0.0000
250320184015.373,7.380,0.0000,1.3614,-3.0591,0.9978,0.0663,0.0000,0.0000,7.6000,0.0000,0.0000
